
id,user_id,history_id,project_name,description,role,start_date,end_date,HTML,CSS,JavaScript,TypeScript,Python,Ruby,PHP,Java,C#,C++,Go,Rust,Swift,Kotlin,React,Vue,Angular,Node.js,Express,Django,Flask,Rails,Laravel,Spring,.NET,AWS,Azure,GCP,Docker,Kubernetes,MySQL,PostgreSQL,MongoDB,Git,Linux,Agile,Scrum
16,5,1,スマホアプリ開発,新技術の調査やPoCを行い、アーキテクチャの改善提案を行いました。 複数チーム間の連携調整やマネジメントを担当しました。 クラウド環境へのデプロイやCI/CDパイプラインの設定を経験しました。 フロントエンドではReactやVueを用いたSPAの構築を担当しました。,SE,2020-09-01,2022-11-15,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
17,5,2,クラウド移行プロジェクト,"ECサイトリニューアル
[主な担当]
品質保証
運用保守
UI/UX設計
データベース設計
メンバーマネジメント
チームリード",技術リーダー,2018-06-21,2019-09-12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0
18,6,1,クラウド移行プロジェクト,バックエンドAPIの設計と実装をNode.jsやDjangoで行いました。 フロントエンドではReactやVueを用いたSPAの構築を担当しました。,プログラマー,2021-01-10,2022-06-30,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
19,6,2,IoTプラットフォーム開発,"クラウド移行プロジェクト
[主な担当]
品質保証
顧客折衝
メンバーマネジメント",インフラエンジニア,2020-05-03,2022-11-10,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
20,6,3,IoTプラットフォーム開発,"SNSアプリ開発
[主な担当]
チームリード
デバッグ
セキュリティ対応
運用保守
テスト設計
レビュー",PM,2023-03-26,2024-05-18,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
21,7,1,ゲーム開発プロジェクト,オンプレミス環境からAWSへのクラウド移行を主導しました。 複数チーム間の連携調整やマネジメントを担当しました。 要件定義から設計、実装、テストまで幅広く担当しました。 フロントエンドではReactやVueを用いたSPAの構築を担当しました。 既存システムのリファクタリングやパフォーマンスチューニングを実施しました。,プログラマー,2023-02-22,2023-07-25,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
22,7,2,SNSアプリ開発,スクラムマスターとしてチームのファシリテーションと課題管理を行いました。 ユーザビリティテストやA/Bテストを通じてUI/UXの改善を行いました。 データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。,保守担当,2019-04-09,,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
23,7,3,スマホアプリ開発,"IoTプラットフォーム開発
[主な担当]
顧客折衝
テスト設計
運用保守
UI/UX設計
要件定義
データベース設計",インフラエンジニア,2023-11-13,2024-05-26,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
24,7,4,ゲーム開発プロジェクト,"AIチャットボット構築
[主な担当]
テスト実施
要件定義
品質保証
プログラミング
要件分析
システム設計",エンジニアリングマネージャ,2016-07-24,,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,1,0
25,8,1,既存システムの機能追加,"AIチャットボット構築
[主な担当]
テスト実施
コーディング
プログラミング
プロジェクト管理",PM,2017-03-02,2019-02-23,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
26,8,2,ゲーム開発プロジェクト,"医療情報システム開発
[主な担当]
チームリード
環境構築
要件定義
ドキュメント作成
技術検証",フロントエンドエンジニア,2017-04-27,2017-08-31,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
27,9,1,SNSアプリ開発,"業務効率化ツール開発
[主な担当]
リファクタリング
品質保証
ドキュメント作成
テスト設計
プロジェクト管理",PM,2021-07-18,2022-12-19,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
28,9,2,金融系システム開発,"ECサイトリニューアル
[主な担当]
プログラミング
環境構築
データベース設計
基本設計・詳細設計
セキュリティ対応
運用保守",開発リーダー,2016-07-24,2019-05-26,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
29,9,3,医療情報システム開発,新技術の調査やPoCを行い、アーキテクチャの改善提案を行いました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 顧客との要件確認や仕様調整を円滑に進めました。,ソフトウェアエンジニア,2017-10-15,2020-03-20,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
30,9,4,IoTプラットフォーム開発,"ECサイトリニューアル
[主な担当]
要件定義
セキュリティ対応
インフラ構築
環境構築
テスト設計
チームリード",PM/開発メンバー,2020-03-16,2022-05-06,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
31,10,1,教育向けアプリ開発,"ゲーム開発プロジェクト
[主な担当]
品質保証
パフォーマンスチューニング
コーディング
テスト設計",テクニカルリード,2017-12-18,2020-02-28,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
32,10,2,SNSアプリ開発,"医療情報システム開発
[主な担当]
レビュー
チームリード
顧客折衝
システム設計
運用保守",フロントエンドエンジニア,2019-12-20,2022-06-02,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
33,10,3,ゲーム開発プロジェクト,オンプレミス環境からAWSへのクラウド移行を主導しました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 スクラムマスターとしてチームのファシリテーションと課題管理を行いました。 アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。,インフラエンジニア,2018-10-15,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
34,10,4,ゲーム開発プロジェクト,チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 ユーザビリティテストやA/Bテストを通じてUI/UXの改善を行いました。 バックエンドAPIの設計と実装をNode.jsやDjangoで行いました。,テスター,2021-09-13,2022-02-04,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
35,10,5,IoTプラットフォーム開発,"金融系システム開発
[主な担当]
プロジェクト管理
テスト設計
セキュリティ対応
デバッグ
運用保守
環境構築",保守担当,2018-06-04,2019-02-14,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
36,11,1,既存システムの機能追加,複数チーム間の連携調整やマネジメントを担当しました。 自動テストの導入によりリリースサイクルを短縮しました。 オンプレミス環境からAWSへのクラウド移行を主導しました。 既存システムのリファクタリングやパフォーマンスチューニングを実施しました。 新技術の調査やPoCを行い、アーキテクチャの改善提案を行いました。,バックエンドエンジニア,2018-07-16,,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
37,11,2,セキュリティ強化プロジェクト,"ECサイトリニューアル
[主な担当]
システム設計
リファクタリング
データベース設計",ソフトウェアエンジニア,2017-05-15,2019-10-16,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
38,11,3,ECサイトリニューアル,"教育向けアプリ開発
[主な担当]
パフォーマンスチューニング
運用保守
テスト設計
レビュー
システム設計",PM,2022-04-16,2022-11-23,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1
39,12,1,ECサイトリニューアル,"データ分析基盤の構築
[主な担当]
顧客折衝
テスト設計
データベース設計",テスター,2020-08-08,2022-06-04,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
40,12,2,新規Webサービス開発,自動テストの導入によりリリースサイクルを短縮しました。 複数チーム間の連携調整やマネジメントを担当しました。 データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。 フロントエンドではReactやVueを用いたSPAの構築を担当しました。,UI/UXデザイナー,2021-04-19,2021-08-05,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
41,12,3,SNSアプリ開発,要件定義から設計、実装、テストまで幅広く担当しました。 アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。,QAエンジニア,2016-04-25,2016-09-25,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
42,12,4,SNSアプリ開発,"クラウド移行プロジェクト
[主な担当]
顧客折衝
プログラミング
セキュリティ対応
メンバーマネジメント",開発リーダー,2022-05-22,,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
43,13,1,SNSアプリ開発,"医療情報システム開発
[主な担当]
基本設計・詳細設計
チームリード
データベース設計
品質保証
運用保守
インフラ構築",エンジニアリングマネージャ,2022-08-09,2024-05-06,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
44,13,2,ECサイトリニューアル,"AIチャットボット構築
[主な担当]
要件定義
技術検証
コーディング
メンバーマネジメント
品質保証
顧客折衝",インフラエンジニア,2016-06-20,2017-09-02,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
45,13,3,ゲーム開発プロジェクト,既存システムのリファクタリングやパフォーマンスチューニングを実施しました。 アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。,QAエンジニア,2016-12-02,,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
46,14,1,ゲーム開発プロジェクト,アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。 クラウド環境へのデプロイやCI/CDパイプラインの設定を経験しました。 顧客との要件確認や仕様調整を円滑に進めました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 ユーザビリティテストやA/Bテストを通じてUI/UXの改善を行いました。,PM,2021-08-01,2024-06-04,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
47,14,2,データ分析基盤の構築,要件定義から設計、実装、テストまで幅広く担当しました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 複数チーム間の連携調整やマネジメントを担当しました。 データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。 アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。,フロントエンドエンジニア,2017-09-01,2019-08-26,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
48,14,3,医療情報システム開発,"ECサイトリニューアル
[主な担当]
リファクタリング
レビュー
チームリード
環境構築
システム設計",SE,2022-07-13,2023-04-29,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
49,14,4,既存システムの機能追加,"AIチャットボット構築
[主な担当]
要件定義
データベース設計
チームリード
インフラ構築
プログラミング
運用保守",プログラマー,2019-10-15,2022-01-07,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
50,14,5,ゲーム開発プロジェクト,"金融系システム開発
[主な担当]
品質保証
セキュリティ対応
システム設計
デバッグ
ドキュメント作成",データエンジニア,2019-04-22,2019-12-18,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0
51,15,1,セキュリティ強化プロジェクト,"セキュリティ強化プロジェクト
[主な担当]
システム設計
環境構築
リファクタリング
プログラミング
コーディング",SWE,2020-10-16,2021-10-02,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
52,15,2,既存システムの機能追加,クラウド環境へのデプロイやCI/CDパイプラインの設定を経験しました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 複数チーム間の連携調整やマネジメントを担当しました。,テスター,2020-05-29,2022-02-12,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
53,15,3,データ分析基盤の構築,"金融系システム開発
[主な担当]
要件分析
デバッグ
パフォーマンスチューニング
インフラ構築
品質保証",PM,2023-08-19,2024-05-04,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
54,15,4,動画配信サービス構築,データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。 スクラムマスターとしてチームのファシリテーションと課題管理を行いました。,システムエンジニア,2023-02-28,2024-05-10,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
55,16,1,金融系システム開発,新技術の調査やPoCを行い、アーキテクチャの改善提案を行いました。 既存システムのリファクタリングやパフォーマンスチューニングを実施しました。 アジャイル手法で開発を進め、定期的なスプリントレビューで改善を行いました。 要件定義から設計、実装、テストまで幅広く担当しました。 データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。,テクニカルリード,2019-06-03,2020-10-17,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,16,2,AIチャットボット構築,"既存システムの機能追加
[主な担当]
コーディング
要件分析
UI/UX設計",技術リーダー,2021-11-18,2023-12-18,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
57,16,3,業務効率化ツール開発,オンプレミス環境からAWSへのクラウド移行を主導しました。 要件定義から設計、実装、テストまで幅広く担当しました。 スクラムマスターとしてチームのファシリテーションと課題管理を行いました。,バックエンドエンジニア,2018-02-09,2020-08-09,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,17,1,SNSアプリ開発,"金融系システム開発
[主な担当]
リファクタリング
データベース設計
チームリード
セキュリティ対応
基本設計・詳細設計
テスト実施",QAエンジニア,2018-05-20,2021-03-17,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
59,17,2,業務効率化ツール開発,"動画配信サービス構築
[主な担当]
コーディング
技術検証
メンバーマネジメント",SWE,2018-07-20,2021-03-19,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
60,17,3,IoTプラットフォーム開発,データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。 オンプレミス環境からAWSへのクラウド移行を主導しました。 フロントエンドではReactやVueを用いたSPAの構築を担当しました。,フロントエンドエンジニア,2019-01-25,2021-01-14,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
61,18,1,ECサイトリニューアル,新技術の調査やPoCを行い、アーキテクチャの改善提案を行いました。 顧客との要件確認や仕様調整を円滑に進めました。,PG,2023-12-30,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
62,18,2,医療情報システム開発,スクラムマスターとしてチームのファシリテーションと課題管理を行いました。 チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。,テクニカルリード,2021-12-26,2023-08-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
63,18,3,ゲーム開発プロジェクト,チームメンバーとのコードレビューやペアプログラミングで品質向上に努めました。 ユーザビリティテストやA/Bテストを通じてUI/UXの改善を行いました。,フロントエンドエンジニア,2023-07-05,2024-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
64,18,4,既存システムの機能追加,"クラウド移行プロジェクト
[主な担当]
プロジェクト管理
パフォーマンスチューニング
データベース設計
テスト設計
運用保守
レビュー",プログラマー,2020-09-15,2023-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
65,18,5,既存システムの機能追加,"クラウド移行プロジェクト
[主な担当]
リファクタリング
要件定義
システム設計
品質保証
プログラミング",PM,2019-04-30,2022-03-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0
66,19,1,IoTプラットフォーム開発,"金融系システム開発
[主な担当]
顧客折衝
レビュー
技術検証
環境構築
テスト実施
セキュリティ対応",SWE,2019-02-16,2019-08-30,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
67,20,1,業務効率化ツール開発,"新規Webサービス開発
[主な担当]
レビュー
データベース設計
運用保守
プログラミング
パフォーマンスチューニング
インフラ構築",データエンジニア,2017-05-14,2019-04-24,0,1,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1
68,21,1,クラウド移行プロジェクト,"AIチャットボット構築
[主な担当]
チームリード
メンバーマネジメント
品質保証
テスト実施
セキュリティ対応
環境構築",システムエンジニア,2019-08-30,2020-07-19,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
69,21,2,セキュリティ強化プロジェクト,オンプレミス環境からAWSへのクラウド移行を主導しました。 既存システムのリファクタリングやパフォーマンスチューニングを実施しました。 クラウド環境へのデプロイやCI/CDパイプラインの設定を経験しました。 自動テストの導入によりリリースサイクルを短縮しました。,インフラエンジニア,2016-06-24,2018-08-31,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
70,21,3,ECサイトリニューアル,顧客との要件確認や仕様調整を円滑に進めました。 複数チーム間の連携調整やマネジメントを担当しました。,開発リーダー,2023-03-03,2023-11-19,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
71,21,4,ECサイトリニューアル,オンプレミス環境からAWSへのクラウド移行を主導しました。 要件定義から設計、実装、テストまで幅広く担当しました。,PG,2016-09-27,2017-05-06,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
72,21,5,ゲーム開発プロジェクト,オンプレミス環境からAWSへのクラウド移行を主導しました。 既存システムのリファクタリングやパフォーマンスチューニングを実施しました。 ユーザビリティテストやA/Bテストを通じてUI/UXの改善を行いました。 データベース設計、クエリ最適化を通じて高速なデータアクセスを実現しました。 クラウド環境へのデプロイやCI/CDパイプラインの設定を経験しました。,UI/UXデザイナー,2020-09-15,2023-09-14,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1
73,22,1,データ分析基盤の構築,オンプレミス環境からAWSへのクラウド移行を主導しました。 スクラムマスターとしてチームのファシリテーションと課題管理を行いました。,インフラエンジニア,2018-12-14,2021-03-31,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
